id;link;name;year
N00001619;https://www.opensecrets.org/members-of-congress/summary?cid=N00001619&cycle=2018;Brady, Robert A;2018
N00036013;https://www.opensecrets.org/members-of-congress/summary?cid=N00036013&cycle=2018;Brat, Dave;2018
N00030910;https://www.opensecrets.org/members-of-congress/summary?cid=N00030910&cycle=2018;Brooks, Mo;2018
N00033495;https://www.opensecrets.org/members-of-congress/summary?cid=N00033495&cycle=2018;Brooks, Susan;2018
N00036999;https://www.opensecrets.org/members-of-congress/summary?cid=N00036999&cycle=2018;Brown, Anthony;2018
N00003535;https://www.opensecrets.org/members-of-congress/summary?cid=N00003535&cycle=2018;Brown, Sherrod;2018
N00034254;https://www.opensecrets.org/members-of-congress/summary?cid=N00034254&cycle=2018;Brownley, Julia;2018
N00027626;https://www.opensecrets.org/members-of-congress/summary?cid=N00027626&cycle=2018;Buchanan, Vernon;2018
N00030829;https://www.opensecrets.org/members-of-congress/summary?cid=N00030829&cycle=2018;Buck, Ken;2018
N00031227;https://www.opensecrets.org/members-of-congress/summary?cid=N00031227&cycle=2018;Bucshon, Larry;2018
N00039551;https://www.opensecrets.org/members-of-congress/summary?cid=N00039551&cycle=2018;Budd, Ted;2018
N00025219;https://www.opensecrets.org/members-of-congress/summary?cid=N00025219&cycle=2018;Burgess, Michael;2018
N00002221;https://www.opensecrets.org/members-of-congress/summary?cid=N00002221&cycle=2018;Burr, Richard;2018
N00033390;https://www.opensecrets.org/members-of-congress/summary?cid=N00033390&cycle=2018;Bustos, Cheri;2018
N00027035;https://www.opensecrets.org/members-of-congress/summary?cid=N00027035&cycle=2018;Butterfield, G K;2018
N00035380;https://www.opensecrets.org/members-of-congress/summary?cid=N00035380&cycle=2018;Byrne, Bradley;2018
N00007099;https://www.opensecrets.org/members-of-congress/summary?cid=N00007099&cycle=2018;Calvert, Ken;2018
N00007836;https://www.opensecrets.org/members-of-congress/summary?cid=N00007836&cycle=2018;Cantwell, Maria;2018
N00009771;https://www.opensecrets.org/members-of-congress/summary?cid=N00009771&cycle=2018;Capito, Shelley Moore;2018
N00000267;https://www.opensecrets.org/members-of-congress/summary?cid=N00000267&cycle=2018;Capuano, Michael E;2018
N00037015;https://www.opensecrets.org/members-of-congress/summary?cid=N00037015&cycle=2018;Carbajal, Salud;2018
N00033373;https://www.opensecrets.org/members-of-congress/summary?cid=N00033373&cycle=2018;Cardenas, Tony;2018
N00001955;https://www.opensecrets.org/members-of-congress/summary?cid=N00001955&cycle=2018;Cardin, Ben;2018
N00012508;https://www.opensecrets.org/members-of-congress/summary?cid=N00012508&cycle=2018;Carper, Tom;2018
N00029513;https://www.opensecrets.org/members-of-congress/summary?cid=N00029513&cycle=2018;Carson, Andre;2018
N00035346;https://www.opensecrets.org/members-of-congress/summary?cid=N00035346&cycle=2018;Carter, Buddy;2018
N00025095;https://www.opensecrets.org/members-of-congress/summary?cid=N00025095&cycle=2018;Carter, John;2018
N00034128;https://www.opensecrets.org/members-of-congress/summary?cid=N00034128&cycle=2018;Cartwright, Matt;2018
N00027503;https://www.opensecrets.org/members-of-congress/summary?cid=N00027503&cycle=2018;Casey, Bob;2018
N00030245;https://www.opensecrets.org/members-of-congress/summary?cid=N00030245&cycle=2018;Cassidy, Bill;2018
N00027514;https://www.opensecrets.org/members-of-congress/summary?cid=N00027514&cycle=2018;Castor, Kathy;2018
N00033316;https://www.opensecrets.org/members-of-congress/summary?cid=N00033316&cycle=2018;Castro, Joaquin;2018
N00003689;https://www.opensecrets.org/members-of-congress/summary?cid=N00003689&cycle=2018;Chabot, Steve;2018
N00035504;https://www.opensecrets.org/members-of-congress/summary?cid=N00035504&cycle=2018;Cheney, Liz;2018
N00030600;https://www.opensecrets.org/members-of-congress/summary?cid=N00030600&cycle=2018;Chu, Judy;2018
N00032019;https://www.opensecrets.org/members-of-congress/summary?cid=N00032019&cycle=2018;Cicilline, David;2018
N00035278;https://www.opensecrets.org/members-of-congress/summary?cid=N00035278&cycle=2018;Clark, Katherine;2018
N00026961;https://www.opensecrets.org/members-of-congress/summary?cid=N00026961&cycle=2018;Clarke, Yvette D;2018
N00012460;https://www.opensecrets.org/members-of-congress/summary?cid=N00012460&cycle=2018;Clay, William L Jr;2018
N00026790;https://www.opensecrets.org/members-of-congress/summary?cid=N00026790&cycle=2018;Cleaver, Emanuel;2018
N00041882;https://www.opensecrets.org/members-of-congress/summary?cid=N00041882&cycle=2018;Cloud, Michael;2018
N00002408;https://www.opensecrets.org/members-of-congress/summary?cid=N00002408&cycle=2018;Clyburn, James E;2018
N00024753;https://www.opensecrets.org/members-of-congress/summary?cid=N00024753&cycle=2018;Coffman, Mike;2018
N00003225;https://www.opensecrets.org/members-of-congress/summary?cid=N00003225&cycle=2018;Cohen, Steve;2018
N00025726;https://www.opensecrets.org/members-of-congress/summary?cid=N00025726&cycle=2018;Cole, Tom;2018
N00036158;https://www.opensecrets.org/members-of-congress/summary?cid=N00036158&cycle=2018;Coleman, Bonnie;2018
N00001285;https://www.opensecrets.org/members-of-congress/summary?cid=N00001285&cycle=2018;Collins, Chris;2018
N00033518;https://www.opensecrets.org/members-of-congress/summary?cid=N00033518&cycle=2018;Collins, Doug;2018
N00000491;https://www.opensecrets.org/members-of-congress/summary?cid=N00000491&cycle=2018;Collins, Susan M;2018
N00038260;https://www.opensecrets.org/members-of-congress/summary?cid=N00038260&cycle=2018;Comer, James;2018
N00036023;https://www.opensecrets.org/members-of-congress/summary?cid=N00036023&cycle=2018;Comstock, Barbara;2018
N00026041;https://www.opensecrets.org/members-of-congress/summary?cid=N00026041&cycle=2018;Conaway, Mike;2018
N00029891;https://www.opensecrets.org/members-of-congress/summary?cid=N00029891&cycle=2018;Connolly, Gerry;2018
N00034224;https://www.opensecrets.org/members-of-congress/summary?cid=N00034224&cycle=2018;Cook, Paul;2018
N00031820;https://www.opensecrets.org/members-of-congress/summary?cid=N00031820&cycle=2018;Coons, Chris;2018
N00003132;https://www.opensecrets.org/members-of-congress/summary?cid=N00003132&cycle=2018;Cooper, Jim;2018
N00027441;https://www.opensecrets.org/members-of-congress/summary?cid=N00027441&cycle=2018;Corker, Bob;2018
N00024852;https://www.opensecrets.org/members-of-congress/summary?cid=N00024852&cycle=2018;Cornyn, John;2018
N00037260;https://www.opensecrets.org/members-of-congress/summary?cid=N00037260&cycle=2018;Correa, Lou;2018
N00026341;https://www.opensecrets.org/members-of-congress/summary?cid=N00026341&cycle=2018;Costa, Jim;2018
N00031064;https://www.opensecrets.org/members-of-congress/summary?cid=N00031064&cycle=2018;Costello, Ryan;2018
N00033363;https://www.opensecrets.org/members-of-congress/summary?cid=N00033363&cycle=2018;Cotton, Tom;2018
N00024842;https://www.opensecrets.org/members-of-congress/summary?cid=N00024842&cycle=2018;Courtney, Joe;2018
N00004614;https://www.opensecrets.org/members-of-congress/summary?cid=N00004614&cycle=2018;Cramer, Kevin;2018
N00006267;https://www.opensecrets.org/members-of-congress/summary?cid=N00006267&cycle=2018;Crapo, Mike;2018
N00030770;https://www.opensecrets.org/members-of-congress/summary?cid=N00030770&cycle=2018;Crawford, Rick;2018
N00002942;https://www.opensecrets.org/members-of-congress/summary?cid=N00002942&cycle=2018;Crist, Charlie;2018
N00001127;https://www.opensecrets.org/members-of-congress/summary?cid=N00001127&cycle=2018;Crowley, Joseph;2018
N00033085;https://www.opensecrets.org/members-of-congress/summary?cid=N00033085&cycle=2018;Cruz, Ted;2018
N00024978;https://www.opensecrets.org/members-of-congress/summary?cid=N00024978&cycle=2018;Cuellar, Henry;2018
N00009738;https://www.opensecrets.org/members-of-congress/summary?cid=N00009738&cycle=2018;Culberson, John;2018
N00001971;https://www.opensecrets.org/members-of-congress/summary?cid=N00001971&cycle=2018;Cummings, Elijah E;2018
N00035403;https://www.opensecrets.org/members-of-congress/summary?cid=N00035403&cycle=2018;Curbelo, Carlos;2018
N00041221;https://www.opensecrets.org/members-of-congress/summary?cid=N00041221&cycle=2018;Curtis, John;2018
N00033054;https://www.opensecrets.org/members-of-congress/summary?cid=N00033054&cycle=2018;Daines, Steven;2018
N00038767;https://www.opensecrets.org/members-of-congress/summary?cid=N00038767&cycle=2018;Davidson, Warren;2018
N00004884;https://www.opensecrets.org/members-of-congress/summary?cid=N00004884&cycle=2018;Davis, Danny K;2018
N00034784;https://www.opensecrets.org/members-of-congress/summary?cid=N00034784&cycle=2018;Davis, Rodney;2018
N00009604;https://www.opensecrets.org/members-of-congress/summary?cid=N00009604&cycle=2018;Davis, Susan A;2018
N00007781;https://www.opensecrets.org/members-of-congress/summary?cid=N00007781&cycle=2018;DeFazio, Peter;2018
N00006134;https://www.opensecrets.org/members-of-congress/summary?cid=N00006134&cycle=2018;DeGette, Diana;2018
N00033897;https://www.opensecrets.org/members-of-congress/summary?cid=N00033897&cycle=2018;Delaney, John K;2018
N00000615;https://www.opensecrets.org/members-of-congress/summary?cid=N00000615&cycle=2018;DeLauro, Rosa L;2018
N00030693;https://www.opensecrets.org/members-of-congress/summary?cid=N00030693&cycle=2018;DelBene, Suzan;2018
N00033449;https://www.opensecrets.org/members-of-congress/summary?cid=N00033449&cycle=2018;Demings, Val;2018
N00031593;https://www.opensecrets.org/members-of-congress/summary?cid=N00031593&cycle=2018;Denham, Jeff;2018
N00030709;https://www.opensecrets.org/members-of-congress/summary?cid=N00030709&cycle=2018;Desaulnier, Mark;2018
N00030957;https://www.opensecrets.org/members-of-congress/summary?cid=N00030957&cycle=2018;Desjarlais, Scott;2018
N00031317;https://www.opensecrets.org/members-of-congress/summary?cid=N00031317&cycle=2018;Deutch, Ted;2018
N00025337;https://www.opensecrets.org/members-of-congress/summary?cid=N00025337&cycle=2018;Diaz-Balart, Mario;2018
N00036149;https://www.opensecrets.org/members-of-congress/summary?cid=N00036149&cycle=2018;Dingell, Debbie;2018
N00006023;https://www.opensecrets.org/members-of-congress/summary?cid=N00006023&cycle=2018;Doggett, Lloyd;2018
N00026586;https://www.opensecrets.org/members-of-congress/summary?cid=N00026586&cycle=2018;Donnelly, Joe;2018
N00036928;https://www.opensecrets.org/members-of-congress/summary?cid=N00036928&cycle=2018;Donovan, Dan;2018
N00001373;https://www.opensecrets.org/members-of-congress/summary?cid=N00001373&cycle=2018;Doyle, Mike;2018
N00027860;https://www.opensecrets.org/members-of-congress/summary?cid=N00027860&cycle=2018;Duckworth, Tammy;2018
N00030967;https://www.opensecrets.org/members-of-congress/summary?cid=N00030967&cycle=2018;Duffy, Sean P;2018
N00030752;https://www.opensecrets.org/members-of-congress/summary?cid=N00030752&cycle=2018;Duncan, Jeff;2018
N00003209;https://www.opensecrets.org/members-of-congress/summary?cid=N00003209&cycle=2018;Duncan, John J Jr;2018
N00037442;https://www.opensecrets.org/members-of-congress/summary?cid=N00037442&cycle=2018;Dunn, Neal;2018
N00004981;https://www.opensecrets.org/members-of-congress/summary?cid=N00004981&cycle=2018;Durbin, Dick;2018
N00028257;https://www.opensecrets.org/members-of-congress/summary?cid=N00028257&cycle=2018;Ellison, Keith;2018
N00035440;https://www.opensecrets.org/members-of-congress/summary?cid=N00035440&cycle=2018;Emmer, Tom;2018
N00001003;https://www.opensecrets.org/members-of-congress/summary?cid=N00001003&cycle=2018;Engel, Eliot L;2018
N00006249;https://www.opensecrets.org/members-of-congress/summary?cid=N00006249&cycle=2018;Enzi, Mike;2018
N00035483;https://www.opensecrets.org/members-of-congress/summary?cid=N00035483&cycle=2018;Ernst, Joni;2018
N00007335;https://www.opensecrets.org/members-of-congress/summary?cid=N00007335&cycle=2018;Eshoo, Anna;2018
N00034549;https://www.opensecrets.org/members-of-congress/summary?cid=N00034549&cycle=2018;Espaillat, Adriano;2018
N00040712;https://www.opensecrets.org/members-of-congress/summary?cid=N00040712&cycle=2018;Estes, Ron;2018
N00033217;https://www.opensecrets.org/members-of-congress/summary?cid=N00033217&cycle=2018;Esty, Elizabeth;2018
N00038450;https://www.opensecrets.org/members-of-congress/summary?cid=N00038450&cycle=2018;Evans, Dwight;2018
N00037288;https://www.opensecrets.org/members-of-congress/summary?cid=N00037288&cycle=2018;Faso, John;2018
N00007364;https://www.opensecrets.org/members-of-congress/summary?cid=N00007364&cycle=2018;Feinstein, Dianne;2018
N00039090;https://www.opensecrets.org/members-of-congress/summary?cid=N00039090&cycle=2018;Ferguson, Drew;2018
N00033443;https://www.opensecrets.org/members-of-congress/summary?cid=N00033443&cycle=2018;Fischer, Deb;2018
N00038779;https://www.opensecrets.org/members-of-congress/summary?cid=N00038779&cycle=2018;Fitzpatrick, Brian;2018
N00009573;https://www.opensecrets.org/members-of-congress/summary?cid=N00009573&cycle=2018;Flake, Jeff;2018
N00030815;https://www.opensecrets.org/members-of-congress/summary?cid=N00030815&cycle=2018;Fleischmann, Chuck;2018
N00031545;https://www.opensecrets.org/members-of-congress/summary?cid=N00031545&cycle=2018;Flores, Bill;2018
N00026631;https://www.opensecrets.org/members-of-congress/summary?cid=N00026631&cycle=2018;Fortenberry, Jeff;2018
N00029139;https://www.opensecrets.org/members-of-congress/summary?cid=N00029139&cycle=2018;Foster, Bill;2018
N00026166;https://www.opensecrets.org/members-of-congress/summary?cid=N00026166&cycle=2018;Foxx, Virginia;2018
N00002893;https://www.opensecrets.org/members-of-congress/summary?cid=N00002893&cycle=2018;Frankel, Lois J;2018
N00000684;https://www.opensecrets.org/members-of-congress/summary?cid=N00000684&cycle=2018;Frelinghuysen, Rodney;2018
N00030490;https://www.opensecrets.org/members-of-congress/summary?cid=N00030490&cycle=2018;Fudge, Marcia L;2018
N00033281;https://www.opensecrets.org/members-of-congress/summary?cid=N00033281&cycle=2018;Gabbard, Tulsi;2018
N00039503;https://www.opensecrets.org/members-of-congress/summary?cid=N00039503&cycle=2018;Gaetz, Matt;2018
N00039330;https://www.opensecrets.org/members-of-congress/summary?cid=N00039330&cycle=2018;Gallagher, Mike;2018
N00036097;https://www.opensecrets.org/members-of-congress/summary?cid=N00036097&cycle=2018;Gallego, Ruben;2018
N00030856;https://www.opensecrets.org/members-of-congress/summary?cid=N00030856&cycle=2018;Garamendi, John;2018
N00030780;https://www.opensecrets.org/members-of-congress/summary?cid=N00030780&cycle=2018;Gardner, Cory;2018
N00038847;https://www.opensecrets.org/members-of-congress/summary?cid=N00038847&cycle=2018;Garrett, Tom;2018
N00040733;https://www.opensecrets.org/members-of-congress/summary?cid=N00040733&cycle=2018;Gianforte, Greg;2018
N00031128;https://www.opensecrets.org/members-of-congress/summary?cid=N00031128&cycle=2018;Gibbs, Bob;2018
N00027658;https://www.opensecrets.org/members-of-congress/summary?cid=N00027658&cycle=2018;Gillibrand, Kirsten;2018
N00026148;https://www.opensecrets.org/members-of-congress/summary?cid=N00026148&cycle=2018;Gohmert, Louis B Jr;2018
N00040597;https://www.opensecrets.org/members-of-congress/summary?cid=N00040597&cycle=2018;Gomez, Jimmy;2018
N00037615;https://www.opensecrets.org/members-of-congress/summary?cid=N00037615&cycle=2018;Gonzalez, Jenniffer;2018
N00038809;https://www.opensecrets.org/members-of-congress/summary?cid=N00038809&cycle=2018;Gonzalez, Vicente;2018
N00009154;https://www.opensecrets.org/members-of-congress/summary?cid=N00009154&cycle=2018;Goodlatte, Bob;2018
N00030771;https://www.opensecrets.org/members-of-congress/summary?cid=N00030771&cycle=2018;Gosar, Paul;2018
N00036944;https://www.opensecrets.org/members-of-congress/summary?cid=N00036944&cycle=2018;Gottheimer, Josh;2018
N00030880;https://www.opensecrets.org/members-of-congress/summary?cid=N00030880&cycle=2018;Gowdy, Trey;2018
N00009975;https://www.opensecrets.org/members-of-congress/summary?cid=N00009975&cycle=2018;Graham, Lindsey;2018
N00008799;https://www.opensecrets.org/members-of-congress/summary?cid=N00008799&cycle=2018;Granger, Kay;2018
N00001758;https://www.opensecrets.org/members-of-congress/summary?cid=N00001758&cycle=2018;Grassley, Chuck;2018
N00036135;https://www.opensecrets.org/members-of-congress/summary?cid=N00036135&cycle=2018;Graves, Garret;2018
N00013323;https://www.opensecrets.org/members-of-congress/summary?cid=N00013323&cycle=2018;Graves, Sam;2018
N00030788;https://www.opensecrets.org/members-of-congress/summary?cid=N00030788&cycle=2018;Graves, Tom;2018
N00026686;https://www.opensecrets.org/members-of-congress/summary?cid=N00026686&cycle=2018;Green, Al;2018
N00005870;https://www.opensecrets.org/members-of-congress/summary?cid=N00005870&cycle=2018;Green, Gene;2018
N00032029;https://www.opensecrets.org/members-of-congress/summary?cid=N00032029&cycle=2018;Griffith, Morgan;2018
N00025284;https://www.opensecrets.org/members-of-congress/summary?cid=N00025284&cycle=2018;Grijalva, Raul M;2018
N00029400;https://www.opensecrets.org/members-of-congress/summary?cid=N00029400&cycle=2018;Grisham, Michelle Lujan;2018
N00036409;https://www.opensecrets.org/members-of-congress/summary?cid=N00036409&cycle=2018;Grothman, Glenn S;2018
N00029675;https://www.opensecrets.org/members-of-congress/summary?cid=N00029675&cycle=2018;Guthrie, Brett;2018
N00004874;https://www.opensecrets.org/members-of-congress/summary?cid=N00004874&cycle=2018;Gutierrez, Luis V;2018
N00025881;https://www.opensecrets.org/members-of-congress/summary?cid=N00025881&cycle=2018;Hanabusa, Colleen;2018
N00035477;https://www.opensecrets.org/members-of-congress/summary?cid=N00035477&cycle=2018;Handel, Karen;2018
N00029632;https://www.opensecrets.org/members-of-congress/summary?cid=N00029632&cycle=2018;Harper, Gregg;2018
N00029147;https://www.opensecrets.org/members-of-congress/summary?cid=N00029147&cycle=2018;Harris, Andy;2018
N00036915;https://www.opensecrets.org/members-of-congress/summary?cid=N00036915&cycle=2018;Harris, Kamala;2018
N00031005;https://www.opensecrets.org/members-of-congress/summary?cid=N00031005&cycle=2018;Hartzler, Vicky;2018
N00038397;https://www.opensecrets.org/members-of-congress/summary?cid=N00038397&cycle=2018;Hassan, Maggie;2018
N00002884;https://www.opensecrets.org/members-of-congress/summary?cid=N00002884&cycle=2018;Hastings, Alcee L;2018
N00009869;https://www.opensecrets.org/members-of-congress/summary?cid=N00009869&cycle=2018;Hatch, Orrin G;2018
N00031557;https://www.opensecrets.org/members-of-congress/summary?cid=N00031557&cycle=2018;Heck, Dennis;2018
N00029835;https://www.opensecrets.org/members-of-congress/summary?cid=N00029835&cycle=2018;Heinrich, Martin;2018
N00033782;https://www.opensecrets.org/members-of-congress/summary?cid=N00033782&cycle=2018;Heitkamp, Heidi;2018
N00027522;https://www.opensecrets.org/members-of-congress/summary?cid=N00027522&cycle=2018;Heller, Dean;2018
N00024922;https://www.opensecrets.org/members-of-congress/summary?cid=N00024922&cycle=2018;Hensarling, Jeb;2018
N00040829;https://www.opensecrets.org/members-of-congress/summary?cid=N00040829&cycle=2018;Hern, Kevin;2018
N00032243;https://www.opensecrets.org/members-of-congress/summary?cid=N00032243&cycle=2018;Hice, Jody;2018
N00027060;https://www.opensecrets.org/members-of-congress/summary?cid=N00027060&cycle=2018;Higgins, Brian M;2018
N00039953;https://www.opensecrets.org/members-of-congress/summary?cid=N00039953&cycle=2018;Higgins, Clay;2018
N00035792;https://www.opensecrets.org/members-of-congress/summary?cid=N00035792&cycle=2018;Hill, French;2018
N00029070;https://www.opensecrets.org/members-of-congress/summary?cid=N00029070&cycle=2018;Himes, Jim;2018
N00028139;https://www.opensecrets.org/members-of-congress/summary?cid=N00028139&cycle=2018;Hirono, Mazie K;2018
N00031688;https://www.opensecrets.org/members-of-congress/summary?cid=N00031688&cycle=2018;Hoeven, John;2018
N00033399;https://www.opensecrets.org/members-of-congress/summary?cid=N00033399&cycle=2018;Holding, George;2018
N00038429;https://www.opensecrets.org/members-of-congress/summary?cid=N00038429&cycle=2018;Hollingsworth, Trey;2018
N00001821;https://www.opensecrets.org/members-of-congress/summary?cid=N00001821&cycle=2018;Hoyer, Steny H;2018
N00033630;https://www.opensecrets.org/members-of-congress/summary?cid=N00033630&cycle=2018;Hudson, Richard;2018
N00033030;https://www.opensecrets.org/members-of-congress/summary?cid=N00033030&cycle=2018;Huffman, Jared;2018
N00030673;https://www.opensecrets.org/members-of-congress/summary?cid=N00030673&cycle=2018;Huizenga, Bill;2018
N00031104;https://www.opensecrets.org/members-of-congress/summary?cid=N00031104&cycle=2018;Hultgren, Randy;2018
N00029258;https://www.opensecrets.org/members-of-congress/summary?cid=N00029258&cycle=2018;Hunter, Duncan D;2018
N00031417;https://www.opensecrets.org/members-of-congress/summary?cid=N00031417&cycle=2018;Hurd, Will;2018
N00043298;https://www.opensecrets.org/members-of-congress/summary?cid=N00043298&cycle=2018;Hyde-Smith, Cindy;2018
N00005582;https://www.opensecrets.org/members-of-congress/summary?cid=N00005582&cycle=2018;Inhofe, James M;2018
N00002593;https://www.opensecrets.org/members-of-congress/summary?cid=N00002593&cycle=2018;Isakson, Johnny;2018
N00007017;https://www.opensecrets.org/members-of-congress/summary?cid=N00007017&cycle=2018;Issa, Darrell;2018
N00005818;https://www.opensecrets.org/members-of-congress/summary?cid=N00005818&cycle=2018;Jackson Lee, Sheila;2018
N00038858;https://www.opensecrets.org/members-of-congress/summary?cid=N00038858&cycle=2018;Jayapal, Pramila;2018
N00033640;https://www.opensecrets.org/members-of-congress/summary?cid=N00033640&cycle=2018;Jeffries, Hakeem;2018
N00035531;https://www.opensecrets.org/members-of-congress/summary?cid=N00035531&cycle=2018;Jenkins, Evan;2018
N00029077;https://www.opensecrets.org/members-of-congress/summary?cid=N00029077&cycle=2018;Jenkins, Lynn;2018
N00032088;https://www.opensecrets.org/members-of-congress/summary?cid=N00032088&cycle=2018;Johnson, Bill;2018
N00008122;https://www.opensecrets.org/members-of-congress/summary?cid=N00008122&cycle=2018;Johnson, Eddie Bernice;2018
N00027848;https://www.opensecrets.org/members-of-congress/summary?cid=N00027848&cycle=2018;Johnson, Hank;2018
N00039106;https://www.opensecrets.org/members-of-congress/summary?cid=N00039106&cycle=2018;Johnson, Mike;2018
N00032546;https://www.opensecrets.org/members-of-congress/summary?cid=N00032546&cycle=2018;Johnson, Ron;2018
N00008028;https://www.opensecrets.org/members-of-congress/summary?cid=N00008028&cycle=2018;Johnson, Sam;2018
N00042648;https://www.opensecrets.org/members-of-congress/summary?cid=N00042648&cycle=2018;Jones, Brenda;2018
N00024817;https://www.opensecrets.org/members-of-congress/summary?cid=N00024817&cycle=2018;Jones, Doug;2018
N00002299;https://www.opensecrets.org/members-of-congress/summary?cid=N00002299&cycle=2018;Jones, Walter B Jr;2018
N00027894;https://www.opensecrets.org/members-of-congress/summary?cid=N00027894&cycle=2018;Jordan, Jim;2018
N00035007;https://www.opensecrets.org/members-of-congress/summary?cid=N00035007&cycle=2018;Joyce, David P;2018
N00033177;https://www.opensecrets.org/members-of-congress/summary?cid=N00033177&cycle=2018;Kaine, Tim;2018
N00003522;https://www.opensecrets.org/members-of-congress/summary?cid=N00003522&cycle=2018;Kaptur, Marcy;2018
N00035934;https://www.opensecrets.org/members-of-congress/summary?cid=N00035934&cycle=2018;Katko, John;2018
N00031933;https://www.opensecrets.org/members-of-congress/summary?cid=N00031933&cycle=2018;Keating, Bill;2018
